v2	V(vout)	I(R4)
Step Information: Illu_set=100  (Run: 1/10)
8.000000000000000e-001	8.000000e-001	3.759542e-002
9.000000000000000e-001	9.000000e-001	3.758202e-002
1.000000000000000e+000	1.000000e+000	3.756863e-002
1.100000000000000e+000	1.100000e+000	3.755523e-002
1.200000000000000e+000	1.200000e+000	3.754183e-002
1.300000000000000e+000	1.300000e+000	3.752843e-002
1.400000000000000e+000	1.400000e+000	3.751503e-002
1.500000000000000e+000	1.500000e+000	3.750162e-002
1.600000000000000e+000	1.600000e+000	3.748821e-002
1.700000000000000e+000	1.700000e+000	3.747480e-002
1.800000000000000e+000	1.800000e+000	3.746137e-002
1.900000000000000e+000	1.900000e+000	3.744792e-002
2.000000000000000e+000	2.000000e+000	3.743444e-002
2.100000000000000e+000	2.100000e+000	3.742092e-002
2.200000000000000e+000	2.200000e+000	3.740733e-002
2.300000000000000e+000	2.300000e+000	3.739363e-002
2.400000000000000e+000	2.400000e+000	3.737978e-002
2.500000000000000e+000	2.500000e+000	3.736568e-002
2.600000000000000e+000	2.600000e+000	3.735120e-002
2.700000000000000e+000	2.700000e+000	3.733614e-002
2.800000000000000e+000	2.800000e+000	3.732018e-002
2.900000000000000e+000	2.900000e+000	3.730284e-002
3.000000000000000e+000	3.000000e+000	3.728339e-002
3.100000000000000e+000	3.100000e+000	3.726068e-002
3.200000000000000e+000	3.200000e+000	3.723298e-002
3.300000000000000e+000	3.300000e+000	3.719759e-002
3.400000000000000e+000	3.400000e+000	3.715039e-002
3.500000000000000e+000	3.500000e+000	3.708506e-002
3.600000000000000e+000	3.600000e+000	3.699188e-002
3.700000000000000e+000	3.700000e+000	3.685601e-002
3.800000000000000e+000	3.800000e+000	3.665470e-002
3.900000000000000e+000	3.900000e+000	3.635330e-002
4.000000000000000e+000	4.000000e+000	3.589919e-002
4.100000000000000e+000	4.100000e+000	3.521306e-002
4.200000000000000e+000	4.200000e+000	3.417652e-002
4.300000000000000e+000	4.300000e+000	3.261553e-002
4.400000000000000e+000	4.400000e+000	3.028013e-002
4.500000000000000e+000	4.500000e+000	2.682315e-002
4.600000000000000e+000	4.600000e+000	2.178546e-002
4.625000000000000e+000	4.625000e+000	2.021465e-002
4.650000000000000e+000	4.650000e+000	1.850025e-002
4.675000000000000e+000	4.675000e+000	1.663229e-002
4.700000000000000e+000	4.700000e+000	1.460063e-002
4.725000000000000e+000	4.725000e+000	1.239506e-002
4.750000000000000e+000	4.750000e+000	1.000542e-002
4.775000000000000e+000	4.775000e+000	7.421640e-003
4.800000000000000e+000	4.800000e+000	4.633925e-003
4.825000000000000e+000	4.825000e+000	1.632812e-003
4.850000000000000e+000	4.850000e+000	1.000000e-004
4.875000000000000e+000	4.875000e+000	1.000000e-004
4.900000000000000e+000	4.900000e+000	1.000000e-004
4.925000000000000e+000	4.925000e+000	1.000000e-004
4.950000000000000e+000	4.950000e+000	1.000000e-004
4.975000000000000e+000	4.975000e+000	1.000000e-004
5.000000000000000e+000	5.000000e+000	1.000000e-004
Step Information: Illu_set=1K  (Run: 10/10)
1.000000000000000e-001	1.000000e-001	4.187836e-002
2.000000000000000e-001	2.000000e-001	4.186497e-002
3.000000000000000e-001	3.000000e-001	4.185157e-002
4.000000000000000e-001	4.000000e-001	4.183817e-002
5.000000000000000e-001	5.000000e-001	4.182478e-002
6.000000000000000e-001	6.000000e-001	4.181138e-002
7.000000000000000e-001	7.000000e-001	4.179799e-002
8.000000000000000e-001	8.000000e-001	4.178459e-002
9.000000000000000e-001	9.000000e-001	4.177120e-002
1.000000000000000e+000	1.000000e+000	4.175780e-002
1.100000000000000e+000	1.100000e+000	4.174440e-002
1.200000000000000e+000	1.200000e+000	4.173100e-002
1.300000000000000e+000	1.300000e+000	4.171760e-002
1.400000000000000e+000	1.400000e+000	4.170420e-002
1.500000000000000e+000	1.500000e+000	4.169080e-002
1.600000000000000e+000	1.600000e+000	4.167739e-002
1.700000000000000e+000	1.700000e+000	4.166397e-002
1.800000000000000e+000	1.800000e+000	4.165054e-002
1.900000000000000e+000	1.900000e+000	4.163709e-002
2.000000000000000e+000	2.000000e+000	4.162361e-002
2.100000000000000e+000	2.100000e+000	4.161008e-002
2.200000000000000e+000	2.200000e+000	4.159649e-002
2.300000000000000e+000	2.300000e+000	4.158279e-002
2.400000000000000e+000	2.400000e+000	4.156892e-002
2.500000000000000e+000	2.500000e+000	4.155480e-002
2.600000000000000e+000	2.600000e+000	4.154029e-002
2.700000000000000e+000	2.700000e+000	4.152519e-002
2.800000000000000e+000	2.800000e+000	4.150916e-002
2.900000000000000e+000	2.900000e+000	4.149171e-002
3.000000000000000e+000	3.000000e+000	4.147210e-002
3.100000000000000e+000	3.100000e+000	4.144914e-002
3.200000000000000e+000	3.200000e+000	4.142104e-002
3.300000000000000e+000	3.300000e+000	4.138506e-002
3.400000000000000e+000	3.400000e+000	4.133695e-002
3.500000000000000e+000	3.500000e+000	4.127022e-002
3.600000000000000e+000	3.600000e+000	4.117490e-002
3.700000000000000e+000	3.700000e+000	4.103572e-002
3.800000000000000e+000	3.800000e+000	4.082936e-002
3.900000000000000e+000	3.900000e+000	4.052025e-002
4.000000000000000e+000	4.000000e+000	4.005439e-002
4.100000000000000e+000	4.100000e+000	3.935046e-002
4.200000000000000e+000	4.200000e+000	3.828713e-002
4.300000000000000e+000	4.300000e+000	3.668629e-002
4.400000000000000e+000	4.400000e+000	3.429254e-002
4.500000000000000e+000	4.500000e+000	3.075206e-002
4.600000000000000e+000	4.600000e+000	2.559868e-002
4.625000000000000e+000	4.625000e+000	2.399318e-002
4.650000000000000e+000	4.650000e+000	2.224163e-002
4.675000000000000e+000	4.675000e+000	2.033401e-002
4.700000000000000e+000	4.700000e+000	1.826016e-002
4.725000000000000e+000	4.725000e+000	1.600988e-002
4.750000000000000e+000	4.750000e+000	1.357301e-002
4.775000000000000e+000	4.775000e+000	1.093955e-002
4.800000000000000e+000	4.800000e+000	8.099771e-003
4.825000000000000e+000	4.825000e+000	5.044312e-003
4.850000000000000e+000	4.850000e+000	1.764306e-003
4.875000000000000e+000	4.875000e+000	1.000000e-004
4.900000000000000e+000	4.900000e+000	1.000000e-004
4.925000000000000e+000	4.925000e+000	1.000000e-004
4.950000000000000e+000	4.950000e+000	1.000000e-004
4.975000000000000e+000	4.975000e+000	1.000000e-004
5.000000000000000e+000	5.000000e+000	1.000000e-004
