Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
SC1,Solar_Cell,SM101K07L,94.5812,-100.2744,0,top
SC2,Solar_Cell,SM101K07L,116.73,-100.2744,0,top
SC3,Solar_Cell,SM101K07L,138.8576,-100.2792,0,top
SC4,Solar_Cell,SM101K07L,160.9784,-100.2792,0,top
SC5,Solar_Cell,SM101K07L,183.134,-100.2744,0,top
SC6,Solar_Cell,SM101K07L,205.2828,-100.2792,0,top
SC7,Solar_Cell,SM101K07L,227.4824,-100.2744,0,top
